id_subject,id_segment,id_error,idt,t,id_BayeSlope,signal,Amplitude,A_pre,A_pre_ratio,A_post,A_post_ratio,Width,W_pre,W_pre_ratio,W_post,W_post_ratio,RR_pre,RR_post,RR_ratio,consecutive_errors,Isolated,error_class_label,A_pre_ratio_log,A_post_ratio_log,W_pre_ratio_log,W_post_ratio_log,RR_ratio_log
2,4,21,2557,1364.2355115366795,32,215,165,138.0,1.1956521739130437,129.0,1.2790697674418603,30,30.0,1.0,30.0,1.0,73.0,73.0,1.0,17,0,T-wave,0.1786917887433761,0.24613306953890837,0.0,0.0,0.0
2,4,22,2630,1364.5275122882883,33,147,129,165.0,0.7818181818181819,121.0,1.0661157024793388,30,30.0,1.0,30.0,1.0,73.0,71.0,0.9726027397260274,18,0,T-wave,-0.24613306953890846,0.06402185876493102,0.0,0.0,-0.027779564107075706
2,4,23,2701,1364.811513019305,34,138,121,129.0,0.937984496124031,133.0,0.9097744360902256,30,30.0,1.0,30.0,1.0,71.0,77.0,1.0845070422535212,19,0,T-wave,-0.06402185876493102,-0.09455858262501267,0.0,0.0,0.08112554481236853
2,4,24,2778,1365.1195138120977,35,177,133,121.0,1.0991735537190082,119.0,1.1176470588235294,30,30.0,1.0,30.0,1.0,77.0,72.0,0.935064935064935,20,0,T-wave,0.09455858262501257,0.1112256351102244,0.0,0.0,-0.06713930283762856
2,4,25,2850,1365.4075145534105,36,148,119,133.0,0.8947368421052632,107.0,1.1121495327102804,30,30.0,1.0,30.0,1.0,72.0,71.0,0.9861111111111112,21,0,T-wave,-0.11122563511022437,0.10629465864962322,0.0,0.0,-0.01398624197473984
2,4,26,2921,1365.6915152844272,37,126,107,119.0,0.8991596638655462,169.0,0.6331360946745562,30,30.0,1.0,30.0,1.0,71.0,78.0,1.0985915492957747,22,0,T-wave,-0.10629465864962319,-0.45706988046116725,0.0,0.0,0.09402894964827639
2,4,27,2999,1366.003516087516,38,213,169,107.0,1.5794392523364489,65.0,2.6,30,30.0,1.0,30.0,1.0,78.0,76.0,0.9743589743589745,23,0,T-wave,0.4570698804611675,0.9555114450274363,0.0,0.0,-0.025975486403260563
2,4,28,3075,1366.3075168700127,39,105,65,169.0,0.3846153846153846,276.0,0.2355072463768115,30,30.0,1.0,12.0,2.5,76.0,65.0,0.8552631578947368,24,0,T-wave,-0.9555114450274365,-1.4460135958215132,0.0,0.9162907318741551,-0.15634607039069398
2,4,29,3140,1366.5675175392537,40,292,276,65.0,4.246153846153846,121.0,2.28099173553719,12,30.0,0.4,30.0,0.4,65.0,79.0,1.2153846153846153,25,0,T-wave,1.4460135958215128,0.8246103201204089,-0.916290731874155,-0.916290731874155,0.1950605825713843
2,4,30,3219,1366.8835183526382,41,146,121,276.0,0.4384057971014493,131.0,0.9236641221374046,30,12.0,2.5,30.0,1.0,79.0,76.0,0.9620253164556962,26,0,T-wave,-0.8246103201204089,-0.07940677760441048,0.9162907318741551,0.0,-0.03871451218069039
2,4,31,3295,1367.187519135135,42,177,131,121.0,1.0826446280991735,118.0,1.1101694915254237,30,30.0,1.0,30.0,1.0,76.0,73.0,0.9605263157894736,27,0,T-wave,0.07940677760441041,0.10451269873548671,0.0,0.0,-0.04027389913794008
2,4,32,3368,1367.4795198867437,43,162,118,131.0,0.900763358778626,118.0,1.0,30,30.0,1.0,30.0,1.0,73.0,75.0,1.0273972602739727,28,0,T-wave,-0.10451269873548671,0.0,0.0,0.0,0.02702867238791942
2,4,33,3443,1367.7795206589446,44,144,118,118.0,1.0,93.0,1.2688172043010753,30,30.0,1.0,30.0,1.0,75.0,72.0,0.96,29,0,T-wave,0.0,0.2380851313124088,0.0,0.0,-0.040821994520255166
2,4,34,3515,1368.0675214002572,45,110,93,118.0,0.788135593220339,241.0,0.3858921161825726,30,30.0,1.0,28.0,1.0714285714285714,72.0,74.0,1.0277777777777777,30,0,T-wave,-0.2380851313124088,-0.9521974403373992,0.0,0.06899287148695142,0.027398974188114347
2,4,35,3589,1368.363522162162,46,296,241,93.0,2.591397849462365,120.0,2.0083333333333333,28,30.0,0.9333333333333332,30.0,0.9333333333333332,74.0,72.0,0.972972972972973,31,0,T-wave,0.9521974403373988,0.697305190708609,-0.06899287148695156,-0.06899287148695156,-0.027398974188114388
2,4,36,3661,1368.6515229034746,47,141,120,241.0,0.4979253112033195,112.0,1.0714285714285714,30,28.0,1.0714285714285714,30.0,1.0,72.0,79.0,1.0972222222222223,32,0,T-wave,-0.697305190708609,0.06899287148695142,0.06899287148695142,0.0,0.09278173345096627
2,4,37,3740,1368.9675237168597,48,154,112,120.0,0.9333333333333332,108.0,1.037037037037037,30,30.0,1.0,29.0,1.0344827586206895,79.0,74.0,0.9367088607594936,33,0,T-wave,-0.06899287148695156,0.03636764417087479,0.0,0.0339015516756812,-0.06538275926285186
2,4,38,3814,1369.2635244787646,49,145,108,112.0,0.9642857142857144,140.0,0.7714285714285715,29,30.0,0.9666666666666668,25.0,1.16,74.0,73.0,0.9864864864864864,34,0,T-wave,-0.036367644170874715,-0.25951119548508456,-0.03390155167568123,0.14842000511827322,-0.013605652055778709
2,4,39,3887,1369.5555252303732,50,186,140,108.0,1.2962962962962965,169.0,0.8284023668639053,25,29.0,0.8620689655172413,30.0,0.8333333333333334,73.0,68.0,0.9315068493150684,35,0,T-wave,0.2595111954850848,-0.18825629231376917,-0.14842000511827333,-0.1823215567939546,-0.07095173597228449
2,4,40,3955,1369.8275259305017,51,158,169,140.0,1.207142857142857,135.0,1.2518518518518518,30,25.0,1.2,30.0,1.0,68.0,80.0,1.1764705882352942,36,0,T-wave,0.1882562923137691,0.22462393648464396,0.1823215567939546,0.0,0.16251892949777494
2,4,41,4035,1370.1475267541828,52,172,135,169.0,0.7988165680473372,97.0,1.3917525773195876,30,30.0,1.0,30.0,1.0,80.0,77.0,0.9625,37,0,T-wave,-0.22462393648464407,0.3305637999350466,0.0,0.0,-0.03822121282019774
2,4,42,4112,1370.4555275469754,53,118,97,135.0,0.7185185185185186,145.0,0.6689655172413793,30,30.0,1.0,30.0,1.0,77.0,73.0,0.948051948051948,38,0,T-wave,-0.3305637999350466,-0.40202276391719155,0.0,0.0,-0.053345980705292735
2,4,43,4185,1370.7475282985845,54,171,145,97.0,1.4948453608247425,173.0,0.838150289017341,30,30.0,1.0,24.0,1.25,73.0,75.0,1.0273972602739727,39,0,T-wave,0.4020227639171917,-0.1765578520772046,0.0,0.22314355131420976,0.02702867238791942
2,4,44,4260,1371.047529070785,55,217,173,145.0,1.193103448275862,130.0,1.3307692307692307,24,30.0,0.8,30.0,0.8,75.0,78.0,1.04,40,0,T-wave,0.1765578520772045,0.2857571440421965,-0.2231435513142097,-0.2231435513142097,0.03922071315328133
2,4,45,4338,1371.3595298738735,56,174,130,173.0,0.7514450867052023,111.0,1.1711711711711712,30,24.0,1.25,26.0,1.1538461538461535,78.0,73.0,0.935897435897436,41,0,T-wave,-0.2857571440421966,0.15800424914324832,0.22314355131420976,0.14310084364067305,-0.06624938554120048
2,4,46,4411,1371.6515306254826,57,137,111,130.0,0.8538461538461538,150.0,0.74,26,30.0,0.8666666666666667,30.0,0.8666666666666667,73.0,75.0,1.0273972602739727,42,0,T-wave,-0.15800424914324832,-0.3011050927839216,-0.1431008436406733,-0.1431008436406733,0.02702867238791942
2,4,47,4486,1371.9515313976833,58,188,150,111.0,1.351351351351351,112.0,1.3392857142857142,30,26.0,1.1538461538461535,29.0,1.0344827586206895,75.0,72.0,0.96,43,0,T-wave,0.30110509278392145,0.29213642280116114,0.14310084364067305,0.0339015516756812,-0.040821994520255166
2,4,48,4558,1372.239532138996,59,131,112,150.0,0.7466666666666667,121.0,0.9256198347107438,29,30.0,0.9666666666666668,30.0,0.9666666666666668,72.0,77.0,1.0694444444444444,44,0,T-wave,-0.29213642280116114,-0.07729167430164652,-0.03390155167568123,-0.03390155167568123,0.06713930283762852
2,4,49,4635,1372.547532931789,60,144,121,112.0,1.0803571428571428,171.0,0.7076023391812866,30,29.0,1.0344827586206895,28.0,1.0714285714285714,77.0,71.0,0.922077922077922,45,0,T-wave,0.07729167430164649,-0.3458730109059187,0.0339015516756812,0.06899287148695142,-0.08112554481236846
2,4,50,4706,1372.8315336628054,61,175,171,121.0,1.4132231404958675,109.0,1.5688073394495412,28,30.0,0.9333333333333332,30.0,0.9333333333333332,71.0,76.0,1.0704225352112675,46,0,T-wave,0.34587301090591854,0.4503156742735161,-0.06899287148695156,-0.06899287148695156,0.06805346324501557
2,4,51,4782,1373.1355344453025,62,114,109,171.0,0.6374269005847953,113.0,0.9646017699115044,30,28.0,1.0714285714285714,30.0,1.0,76.0,76.0,1.0,47,0,T-wave,-0.4503156742735161,-0.03603993648319693,0.06899287148695142,0.0,0.0
2,4,52,4858,1373.4395352277993,63,135,113,109.0,1.036697247706422,121.0,0.9338842975206612,30,30.0,1.0,30.0,1.0,76.0,74.0,0.9736842105263158,48,0,T-wave,0.03603993648319687,-0.06840272688440052,0.0,0.0,-0.026668247082161294
2,5,0,1331,1429.331679093951,16,154,154,49.0,3.142857142857143,77.0,2.0,30,13.0,2.3076923076923075,27.0,1.1111111111111112,111.0,85.0,0.7657657657657657,1,0,Physio,1.1451323043030026,0.6931471805599453,0.8362480242006185,0.10536051565782635,-0.26687894482201774
2,5,1,1416,1429.671679969112,17,85,77,154.0,0.5,138.0,0.5579710144927537,27,30.0,0.9,28.0,0.9642857142857144,85.0,83.0,0.976470588235294,2,0,T-wave,-0.6931471805599453,-0.5834482633035207,-0.10536051565782628,-0.036367644170874715,-0.023810648693718673
2,5,2,1499,1430.0036808236807,18,148,138,77.0,1.792207792207792,122.0,1.1311475409836065,28,27.0,1.037037037037037,30.0,0.9333333333333332,83.0,80.0,0.963855421686747,3,0,T-wave,0.5834482633035207,0.12323264042394806,0.03636764417087479,-0.06899287148695156,-0.036813973122716316
2,5,3,1579,1430.3236816473616,19,128,122,138.0,0.8840579710144928,90.0,1.3555555555555556,30,28.0,1.0714285714285714,28.0,1.0714285714285714,80.0,82.0,1.025,4,0,T-wave,-0.12323264042394809,0.30421137440299156,0.06899287148695142,0.06899287148695142,0.024692612590371414
2,5,4,1661,1430.6516824916346,20,99,90,122.0,0.7377049180327869,61.0,1.475409836065574,28,30.0,0.9333333333333332,9.0,3.111111111111111,82.0,67.0,0.8170731707317073,5,0,T-wave,-0.30421137440299145,0.388935806156954,-0.06899287148695156,1.1349799328389845,-0.20202662787328712
2,5,5,1728,1430.9196831814672,21,24,61,90.0,0.6777777777777778,85.0,0.7176470588235294,9,28.0,0.3214285714285714,18.0,0.5,67.0,61.0,0.9104477611940298,6,0,T-wave,-0.3889358061569538,-0.3317773923170052,-1.1349799328389847,-0.6931471805599453,-0.09381875521765486
4,4,0,4228,1812.9196495541016,54,262,254,2148.0,0.1182495344506517,189.0,1.343915343915344,23,30.0,0.7666666666666667,24.0,0.9583333333333334,123.0,130.0,1.056910569105691,1,1,Noise,-2.134958188610219,0.29558725195889424,-0.2657031657330056,-0.04255961441879589,0.0553500950831649
4,5,0,1222,1870.8957662647208,13,41,41,292.0,0.1404109589041096,324.0,0.1265432098765432,27,13.0,2.076923076923077,26.0,1.0384615384615383,122.0,69.0,0.5655737704918032,1,0,Noise,-1.9631817355639738,-2.0671714490880215,0.7308875085427924,0.0377403279828469,-0.5699145401359973
4,5,1,1291,1871.171766820332,14,106,324,41.0,7.902439024390244,283.0,1.1448763250883391,26,27.0,0.9629629629629628,14.0,1.8571428571428568,69.0,62.0,0.8985507246376812,2,0,T-wave,2.0671714490880215,0.1352966181490917,-0.0377403279828472,0.6190392084062232,-0.10697211955216783
6,3,0,2299,1940.2035813567145,28,1399,1352,533.0,2.5365853658536586,1860.0,0.7268817204301076,22,12.0,1.8333333333333333,30.0,0.7333333333333333,67.0,176.0,2.626865671641791,1,1,Noise,0.9308188324370649,-0.31899151010433746,0.6061358035703155,-0.3101549283038396,0.9657913756471858
7,1,0,1042,919.1184251081794,11,55,1115,77.0,14.48051948051948,51.0,21.862745098039216,23,13.0,1.7692307692307692,28.0,0.8214285714285714,68.0,62.0,0.9117647058823528,1,0,Physio,2.6728042620405352,3.084784051169893,0.5705448584676129,-0.19671029424605427,-0.09237332013101529
7,1,1,1104,919.3664257625328,12,52,51,1115.0,0.0457399103139013,342.0,0.1491228070175438,28,23.0,1.2173913043478262,13.0,2.1538461538461537,62.0,150.0,2.419354838709677,2,0,T-wave,-3.0847840511698945,-1.9029851043382797,0.1967102942460543,0.7672551527136672,0.8835009090511641
7,2,0,708,1027.7827118205803,8,5,26,84.0,0.3095238095238095,83.0,0.3132530120481928,23,10.0,2.3,29.0,0.7931034482758621,76.0,59.0,0.7763157894736842,1,0,Noise,-1.1727202608218317,-1.160744069775116,0.8329091229351039,-0.2318016140573243,-0.2531958963806117
7,2,1,767,1028.0187124432716,9,86,83,26.0,3.1923076923076925,344.0,0.2412790697674418,29,23.0,1.2608695652173914,15.0,1.9333333333333331,59.0,144.0,2.440677966101695,2,0,T-wave,1.160744069775116,-1.4218010495768008,0.23180161405732438,0.6592456288842639,0.8922758556702812
7,3,1,570,1277.28737014248,6,175,1321,69.0,19.144927536231883,1398.0,0.9449213161659512,21,19.0,1.105263157894737,14.0,1.5,111.0,461.0,4.153153153153153,1,1,Physio,2.952037799925066,-0.05665361827143041,0.10008345855698263,0.4054651081081644,1.4238678416843142
7,3,2,1741,1281.971382501319,9,148,275,73.0,3.767123287671233,292.0,0.9417808219178082,18,17.0,1.0588235294117647,15.0,1.2,280.0,237.0,0.8464285714285714,1,0,Physio,1.32631165651818,-0.059982704601710464,0.05715841383994862,0.1823215567939546,-0.16672946203411843
7,3,3,1978,1282.9193850026384,10,46,292,275.0,1.0618181818181818,188.0,1.553191489361702,15,18.0,0.8333333333333334,27.0,0.5555555555555556,237.0,188.0,0.7932489451476793,2,0,Physio,0.05998270460171041,0.44031183943833246,-0.1823215567939546,-0.587786664902119,-0.23161817830518203
7,3,4,2166,1283.6713869868074,11,205,188,292.0,0.6438356164383562,130.0,1.446153846153846,27,15.0,1.8,16.0,1.6875,188.0,131.0,0.6968085106382979,3,0,T-wave,-0.4403118394383325,0.3689075123743666,0.5877866649021191,0.5232481437645479,-0.3612446396287977
7,3,5,2449,1284.803389973615,14,63,194,172.0,1.127906976744186,404.0,0.4801980198019802,19,21.0,0.9047619047619048,17.0,1.1176470588235294,68.0,218.0,3.2058823529411766,1,0,Noise,0.12036368224987509,-0.7335567188978219,-0.10008345855698253,0.1112256351102244,1.1649873576129823
7,3,6,2667,1285.6753922744062,15,194,404,194.0,2.082474226804124,119.0,3.394957983193277,17,19.0,0.8947368421052632,30.0,0.5666666666666667,218.0,168.0,0.7706422018348624,2,0,Physio,0.733556718897822,1.2222913848496206,-0.11122563511022437,-0.5679840376059393,-0.26053108338583003
7,3,7,2835,1286.3473940474933,16,138,119,404.0,0.2945544554455445,66.0,1.803030303030303,30,17.0,1.7647058823529411,12.0,2.5,168.0,131.0,0.7797619047619048,3,0,T-wave,-1.2222913848496209,0.5894687510851038,0.5679840376059393,0.9162907318741551,-0.24876665620210736
7,3,8,3954,1290.8234058575197,22,-97,926,111.0,8.342342342342342,337.0,2.7477744807121662,12,19.0,0.631578947368421,19.0,0.631578947368421,654.0,427.0,0.6529051987767585,1,1,Physio,2.121344033333845,1.0107913042938177,-0.4595323293784402,-0.4595323293784402,-0.4263233382285741
7,4,0,549,1317.2034754617414,5,418,220,84.0,2.619047619047619,60.0,3.6666666666666665,30,12.0,2.5,30.0,1.0,196.0,173.0,0.8826530612244898,1,0,T-wave,0.9628107475090479,1.2992829841302609,0.9162907318741551,0.0,-0.12482306473273824
7,4,1,722,1317.8954772875989,6,80,60,220.0,0.2727272727272727,136.0,0.4411764705882353,30,30.0,1.0,19.0,1.5789473684210529,173.0,129.0,0.7456647398843931,2,0,T-wave,-1.2992829841302609,-0.8183103235139514,0.0,0.4567584024957151,-0.2934791901361068
7,4,2,1826,1322.311488939314,15,30,213,1091.0,0.1952337305224564,101.0,2.108910891089109,19,13.0,1.4615384615384617,17.0,1.1176470588235294,229.0,105.0,0.4585152838427948,1,1,Physio,-1.633557820123646,0.7461716488681657,0.3794896217049038,0.1112256351102244,-0.7797616533967162
7,4,3,2071,1323.291491525066,18,81,988,34.0,29.058823529411764,62.0,15.935483870967742,19,21.0,0.9047619047619048,27.0,0.7037037037037037,58.0,57.0,0.9827586206896552,1,0,Physio,3.3693221731317062,2.768548312702776,-0.10008345855698253,-0.3513978868378886,-0.017391742711869107
7,4,4,2128,1323.519492126649,19,63,62,988.0,0.0627530364372469,768.0,0.0807291666666666,27,19.0,1.4210526315789471,11.0,2.4545454545454546,57.0,180.0,3.1578947368421053,2,0,T-wave,-2.768548312702777,-2.5166553481025815,0.3513978868378884,0.8979415932059586,1.1499055830556602
7,4,5,2308,1324.239494026385,20,135,768,62.0,12.387096774193548,78.0,9.846153846153848,11,27.0,0.4074074074074074,29.0,0.3793103448275862,180.0,155.0,0.8611111111111112,3,0,Physio,2.5166553481025806,2.2870809064580806,-0.8979415932059586,-0.9694005571881036,-0.1495317339709637
7,4,6,2463,1324.859495662269,21,91,78,768.0,0.1015625,46.0,1.6956521739130437,29,11.0,2.636363636363636,15.0,1.9333333333333331,155.0,130.0,0.8387096774193549,4,0,T-wave,-2.2870809064580806,0.5280674302004968,0.9694005571881033,0.6592456288842639,-0.17589066646366416
7,5,0,1571,1391.291670944591,17,29,128,214.0,0.5981308411214953,80.0,1.6,25,11.0,2.272727272727273,12.0,2.083333333333333,72.0,106.0,1.4722222222222223,1,1,Noise,-0.5139457511022344,0.47000362924573563,0.8209805520698303,0.7339691750802003,0.3867729750960119
13,2,0,1837,1018.3784929645044,19,465,451,600.0,0.7516666666666667,321.0,1.4049844236760125,30,15.0,2.0,13.0,2.3076923076923075,211.0,134.0,0.6350710900473934,1,1,Noise,-0.285462315713468,0.3400262163726625,0.6931471805599453,0.8362480242006185,-0.45401833352515514
21,4,0,877,1657.5155896307524,10,477,609,134.0,4.544776119402985,129.0,4.72093023255814,14,21.0,0.6666666666666666,12.0,1.1666666666666667,98.0,68.0,0.6938775510204082,1,1,Physio,1.5139784677589856,1.552005863348225,-0.40546510810816444,0.15415067982725836,-0.36545977349446523
22,2,0,347,1142.3946246800688,2,390,372,145.0,2.56551724137931,203.0,1.832512315270936,30,17.0,1.7647058823529411,13.0,2.3076923076923075,75.0,131.0,1.7466666666666666,1,1,Physio,0.9421601118525721,0.6056878752313593,0.5679840376059393,0.8362480242006185,0.557709209664841
22,2,1,2182,1149.73464154394,20,239,214,193.0,1.1088082901554404,224.0,0.9553571428571428,30,12.0,2.5,13.0,2.3076923076923075,56.0,150.0,2.6785714285714284,1,1,T-wave,0.10328582611696588,-0.04567003683318844,0.9162907318741551,0.8362480242006185,0.9852836033611064
22,2,2,4030,1157.126658527283,38,507,482,185.0,2.605405405405405,135.0,3.5703703703703704,30,11.0,2.727272727272727,10.0,3.0,57.0,149.0,2.6140350877192984,1,1,T-wave,0.9575882889722753,1.2726693356121708,1.0033021088637848,1.0986122886681098,0.960895038110909
